cluster_140	rep8b_1_repA_pEJ97p1__AJ49170
cluster_141	repUS12_3_rep_pMSA16__JQ246438	repUS12_4_repU_pSES22__AM159501
cluster_142	repUS65_1_pli0015_pLI100__AL592102
cluster_143	repUS57_1_rep_AUS0004p2__CP003353
cluster_144	rep11c_1_repA_pAR6__KC167328	rep11c_2_repA_pJS33__EU370687	rep11c_3_rep_pEFR__AF511037
cluster_145	rep3_4_CDS38_pOX2__NC002146
cluster_146	rep7a_6_SAP108C001_SAP108C__GQ900460	rep7a_7_rep_pKH7__NC002096	rep7a_8_ORF11_pRE25__X92945
cluster_147	rep19c_1_CDS45_pLEW6932__NC009130
cluster_148	rep19c_2_rep_pvSw4__CP003673	rep19c_3_rep_pETB__AP012467	rep19c_4_rep_pSSP2__AP008936	rep19c_5_rep_SAP108A__GQ900458
cluster_149	rep18b_1_BO23315710_pE1p13__CP018068	rep18b_2_repA_pEF418__AF408195
cluster_15	rep38_2_repA_LBPp1__CP005943
cluster_150	rep19b_1_repA_SAP105A__GQ900452
cluster_151	repUS60_1_ORF2_pSpnP1__AM279674
cluster_152	rep14b_2_EFAU085p6001_AUS0085p6__CP006626
cluster_153	repUS21_1_rep_pWBG764__GQ900468
cluster_154	rep36_1_repA_pPCS8235__NZCM001836	rep36_2_rep_pDP1__AF047696	rep36_3_rep_pSMB1__AF047385
cluster_155	rep15_1_repA_pLW043__AE017171
cluster_156	repUS69_1_LAC30SC10845_pRKC30SC1__CP002560
cluster_157	repUS8_1_ORF1_pOg32__LOPPOG32
cluster_158	rep39_1_repA_SAP110A__GQ900465	rep39_2_repA_SAP016A__GQ900381	rep39_3_repA_SAP045A__GQ900402
cluster_159	repUS64_1_repA_pR18__JN601038
cluster_16	rep14a_3_EFAU085p5001_AUS0085p5__CP006625
cluster_160	rep37_2_repA_pt38__AJ566638	rep37_3_rep_pND103__AY250830	rep37_4_repA_pER36__AF177168	rep37_5_repA_pER35__AF177167
cluster_161	rep7a_2_repL_pLUG10__SLU74623
cluster_162	repUS63_1_rep_pTE44__AY082384
cluster_163	rep11a_1_repA_pB82__AB178871
cluster_164	rep37_1_repA_pK1002C2__HM050421
cluster_165	rep7a_10_ORF_pKH1__SAU38656	rep7a_11_rep_SAP060B__GQ900417	rep7a_12_repC_pKH17__NC010284	rep7a_13_CDS1_plasmidJ3358__U36910	rep7a_14_CDS3_pUSA02__NC007791	rep7a_15_repC_pS0385p1__AM990993	rep7a_16_repC_Cassette__AB037671
cluster_166	rep7a_17_CDS4_pS194__NC005564
cluster_167	rep12_2_CDS1_plasmid__AY278324
cluster_168	rep7a_20_SEp203_pSE12228p02__AE015931	rep7a_21_CDS1_pCW7__J03323	rep7a_22_rep_pSBK203__U35036
cluster_169	rep7b_1_repJ_pC223__NC_005243	rep7b_3_SAP089A003_SAP089A__GQ900440	rep7b_4_SAP109B006_pSK103__GQ900463	rep7b_5_ORF23_pRUM__AF507977
cluster_17	repUS56_1_EFA0012_pTEF1__AE016833
cluster_170	rep7de_1_rep_pACK6__AF093750
cluster_171	repUS61_1_repA_pA996__KC895877
cluster_172	rep7a_19_rep_pACK4__EU930825
cluster_173	rep7b_2_rep_pVGA__NC011605
cluster_174	rep20_11_repA_VRSAp__AP003367	rep20_12_repA_SAP105B__GQ900453	rep20_13_repA_p11819p97__CP003193	rep20_2_repA_pWBG753__GQ900395
cluster_175	rep28_2_LBPp6g007_LBPp6__CP005948
cluster_176	rep7a_5_repD_pTZ4__NC010111	rep7a_9_repI_pGB354__SAU83488
cluster_177	repUS23_1_repA_SAP099B__GQ900449
cluster_18	p0111_1_AP010962
cluster_19	repUS34_1_rep_pSI01__JX275965
cluster_2	repUS26_1_EFD32pB0001_EFD32pB__CP003728
cluster_20	rep20_1_ORF1_EDINA__AP003089
cluster_21	rep27_2_repA_pSGG1__FR824044
cluster_22	IncX7_1_NC_015054
cluster_23	IncX8_1_AM942760
cluster_24	repUS28_1_repE_pQY182__AP013037
cluster_25	rep5b_1_rep_pUR2355__JQ312422	rep5b_3_SEp608_pSE12228p06__AE015935	rep5b_4_SAP106B007_SAP106B__GQ900455	rep5b_5_SAP108B006_SAP108B__GQ900459
cluster_26	rep5e_1_rep_pSHaeC__AP006719	rep5e_2_SAP018B003_SAP018B__GQ900384
cluster_27	repUS35_1_A28412072_pvSw2__CP003671
cluster_28	pKPC_CAV1320_1_CP011573
cluster_29	rep5a_1_repSAP001_pN315__AP003139	rep5a_2_unknown_p21__AF128883	rep5a_3_rep_pWBG752__GQ900394	rep5a_4_rep_SAP047A__GQ900405
cluster_3	rep18a_1_repA_p200B__AB158402
cluster_30	repUS76_1_rep_pSE12228p05__AE015934
cluster_31	rep5c_1_rep_pRJ9__AF447813
cluster_32	rep4b_1_repB_pMBB1__EFU26268
cluster_33	rep7a_3_rep_pSTE1__HE662694	rep7a_4_repD_pK214__NC009751
cluster_34	rep13_4_rep_pKH13__EU170347	rep13_7_rep_pLNU9__AM399082	rep13_8_rep_pUR3912__HF677199
cluster_35	rep2_1_orf1_pRE25__X92945	rep2_2_repR_pEF1__DQ198088	rep2_3_repR_pQY082__AP013038
cluster_36	rep21_15_SAP108D001_SAP108D__GQ900461
cluster_37	rep13_1_ORF_pC194__V01277	rep13_2_CDS39_pSSP1__AP008935	rep13_5_rep_pMC524_MBM__AJ312056
cluster_38	rep27_1_rep_pSGG1__FR824044
cluster_39	rep4a_1_repB_pCRL2911__NC002799	rep4a_2_CDS3_pKC5b__AF378372
cluster_4	rep28_1_repA_pCIS4__CP003162
cluster_40	repUS17_1_rep_pKKS825__FN377602
cluster_41	repUS35_1_CDS1_pKC5b__AF378372
cluster_42	repUS38_1_rep_pFW213__EU685104
cluster_43	repUS37_1_SPPN11498_pDRPIS7493__CP002926
cluster_44	repUS36_1_ORF1_pLME300__AJ488494
cluster_45	rep30_1_CDS22269_pLR581__CP002845	rep30_2_LRI1957_pLRI03__CP006013
cluster_46	rep1_1_repE_pAMbeta__AF007787	rep1_2_repS_pSM19035__AY357120	rep1_3_repR_pGB354__U83488	rep1_4_repE_pIP816__AM932524	rep1_5_CDS6_pRE25__X92945	rep1_6_repE_pTEF1__AE016833	rep1_7_EFD32pA0001_EFD32pA__CP003727	rep1_8_repE_pWZ909__GQ484954	rep1_9_repE_pKL0018__AB290882
cluster_47	rep14a_1_CDS2_pEFNP1__AB038522
cluster_48	repA_pKOX_1_CP026273
cluster_49	pESA2_1_CP000784
cluster_5	rep5b_2_rep_pRJ6__AF241888
cluster_50	rep16_1_CDS8_pSAS__BX571858	rep16_2_CDS6_pSJH101__CP000737	rep16_3_rep_pSaa6159__CP002115	rep16_4_SAP056A024_SAP056A__GQ900478	rep16_5_SAP041A019_pWBG759__GQ900401	rep16_6_SAP071A015_SAP071A__GQ900485	rep16_7_Orf247_pBORa53__AY917098
cluster_51	repUS58_1_rep371_pER371__AF022180
cluster_52	rep29_1_CDS1_pGL__HQ696461	rep29_2_EFAU085p4001_Aus0085p4__Aus0085	rep29_3_ORF8_pCIZ2__DQ832184
cluster_53	repA_p447_1_KY978631	repA_pENTd4a_1_CP008900
cluster_54	rep6_1_repA_pS86__AJ223161
cluster_55	repUS52_1_repB_pKL0018__AB290882
cluster_56	IncFIB_pCTU3__1_FN543096
cluster_57	repUS27_1_repR_pBM407__FM252033
cluster_58	pKP1433_1_JX397875
cluster_59	repUS54_1_rep2_pYSI8__EU185047
cluster_6	rep7a_1_CDS11947_pSZ4__CP003669
cluster_60	repUS2_1_repA_pBI143__BFU30316
cluster_61	repUS3_1_repM200_pBM200__DQ437521
cluster_62	rep35_1_repB_pER13__AY033392	rep35_2_ORF2_pSMQ172__AF295100
cluster_63	repUS49_1_rep_pGB2001__JF308630
cluster_64	repUS53_1_repB_pJB01__AY425961
cluster_65	repUS51_1_rep_pCPS49__FN806792
cluster_66	repUS45_1_rep_pKKS966__FN677368
cluster_67	repUS22_1_rep_SAP015B__GQ900502
cluster_68	repUS70_1_repA_SAP047A__GQ900405
cluster_69	repUS47_1_repB_pLFE1__FJ374272
cluster_7	rep13_10_ORF1_pACK5__HQ170521	rep13_11_ORF9_pACK2__HQ170520
cluster_70	rep5d_1_rep_pJE1__AF051916
cluster_71	repUS50_1_CDS_p121BS__AF310974
cluster_72	rep34_4_repB_pA852__KC895878
cluster_73	rep34_5_repB_pLS1__M29725	rep34_6_repB_pMV158__X15669
cluster_74	rep34_1_repB_pSdyT132__DQ173493	rep34_2_repB_pDN281__AY995189	rep34_3_repB_pW2580__AY907345
cluster_75	pKPC_CAV1193_1_CP013325
cluster_76	repUS16_2_repB_SAP085B__GQ900438
cluster_77	repUS59_1_rep_pSGG1__FR824044
cluster_78	repUS19_1_rep_pDLK3__GU562626
cluster_79	repUS32_1_LAB5209948_plasmid2__CP002611
cluster_8	rep13_13_repRC_pSK41__AF051917	rep13_14_rep_pPI2__AB125342
cluster_80	repUS6_1_rep_pFL1__NC002132
cluster_81	rep10_2_CDS1_pIM13__M13761	rep10_3_pNE131p1_pNE131__NC001390	rep10_5_repL_pWBG738__DQ088624
cluster_82	rep10_6_rep_SAP093B__GQ900442
cluster_83	rep10b_1_rep_pUR2355__JQ312422	rep10b_2_rep_pSK6__U96610	rep10b_3_rep_pSK3__SAU96609
cluster_84	rep14a_2_ORF1_pKQ10__EFU01917
cluster_85	Col_YC__1_NC_002144
cluster_86	Col_pHAD28__1_KU674895
cluster_87	Col440I_1_CP023920
cluster_88	repUS68_1_rep_SAP020A__GQ900386
cluster_89	repUS18_2_rep_pSTE1__HE662694	repUS18_3_ORF2_pDB2011__KC456362	repUS18_4_rep_pSA8589__KC561137
cluster_9	rep13_3_rep_pWBG1773__EF537646
cluster_90	repUS25_1_LMIVRS16815_pLMIV__NZ_CM001470
cluster_91	repUS33_1_repA_pGdh442__AY849557
cluster_92	rep32_2_repB_pVF22__JN172912
cluster_93	repUS20_1_rep_pAVX__CP001784	repUS20_2_rep_pCH91__JQ619831
cluster_94	repUS10_1_CDS25_pSSP1__AP008935
cluster_95	rep40_1_repA_SAP106A__GQ900454	rep40_2_rep_pPI1__AB125341
cluster_96	repUS41_1_repB_PML21__JX023543
cluster_97	rep33_1_rep_pSMA198__HE613570
cluster_98	rep19a_1_repA_pUB101__NC005127
cluster_99	rep22_1a_repB_pUB110__X03408	rep22_2_repU_pKKS825__FN377602
