aph(3')-IV.1_X03364	1	0	.	.	Original name: aph(3')-IV_1_X03364
aph(3')-Va.1_K00432	1	0	.	.	Original name: aph(3')-Va_1_K00432
aph(3')-Vb.1_M22126	1	0	.	.	Original name: aph(3')-Vb_1_M22126
aph(3')-Vc.1_S81599	1	0	.	.	Original name: aph(3')-Vc_1_S81599
aph(3')-VIa.1_X07753	1	0	.	.	Original name: aph(3')-VIa_1_X07753
aph(3')-VIb.1_AJ627643	1	0	.	.	Original name: aph(3')-VIb_1_AJ627643
aph(3')-VIIa.1_M29953	1	0	.	.	Original name: aph(3')-VIIa_1_M29953
aph(3')-VIII.1_ATGI01000028	1	0	.	.	Original name: aph(3')-VIII_1_ATGI01000028
aph(3')-XV.1_Y18050	1	0	.	.	Original name: aph(3')-XV_1_Y18050
aph(3'')-Ia.1_X53527	1	0	.	.	Original name: aph(3'')-Ia_1_X53527
aph(4)-Ia.1_V01499	1	0	.	.	Original name: aph(4)-Ia_1_V01499
aph(6)-Ia.1_AY971801	1	0	.	.	Original name: aph(6)-Ia_1_AY971801
aph(6)-Ib.1_X05648	1	0	.	.	Original name: aph(6)-Ib_1_X05648
aph(6)-Ic.1_X01702	1	0	.	.	Original name: aph(6)-Ic_1_X01702
aph(9)-Ia.1_U94857	1	0	.	.	Original name: aph(9)-Ia_1_U94857
aph(9)-Ib.1_U70376	1	0	.	.	Original name: aph(9)-Ib_1_U70376
rmtB2.1_JN968578	1	0	.	.	Original name: rmtB2_1_JN968578
rmtF.1_JQ808129	1	0	.	.	Original name: rmtF_1_JQ808129
rmtG.1_JX486113	1	0	.	.	Original name: rmtG_1_JX486113
rmtH.1_KC544262	1	0	.	.	Original name: rmtH_1_KC544262
armA.1_AY220558	1	0	.	.	Original name: armA_1_AY220558
npmA.1_AB261016	1	0	.	.	Original name: npmA_1_AB261016
rmtA.1_AB120321	1	0	.	.	Original name: rmtA_1_AB120321
rmtB.1_AB103506	1	0	.	.	Original name: rmtB_1_AB103506
rmtC.1_AB194779	1	0	.	.	Original name: rmtC_1_AB194779
rmtD.1_DQ914960	1	0	.	.	Original name: rmtD_1_DQ914960
rmtD2.1_HQ401565	1	0	.	.	Original name: rmtD2_1_HQ401565
rmtE.1_GU201947	1	0	.	.	Original name: rmtE_1_GU201947
ant(9)-Ia.1_X02588	1	0	.	.	Original name: ant(9)-Ia_1_X02588
aac(6')-Ib-cr.1_DQ303918	1	0	.	.	Original name: aac(6')-Ib-cr_1_DQ303918
